,,,,"Summed S/N, Column Normalized, Scaled to 100 per Protein",,,,,,,,,,,"Summed S/N, Column Normalized",,,,,,,,,,,
Q13426,XRCC4,DNA repair protein XRCC4,2,8.3593,10.6542,6.67613,7.43785,8.65092,16.8085,6.31639,9.2109,8.53497,8.60781,8.74301,394.4,502.675,314.986,350.925,408.159,793.043,298.013,434.579,402.688,406.125,412.504,
Q9BU89,DOHH,Deoxyhypusine hydroxylase,2,9.46463,8.18143,9.77275,10.1604,8.17743,7.72647,10.7041,10.0344,9.30729,6.43142,10.0397,221.559,191.52,228.772,237.847,191.426,180.87,250.573,234.896,217.875,150.554,235.02,
O00400,SLC33A1,Acetyl-coenzyme A transporter 1,2,7.00539,9.75676,7.4138,7.77333,9.01413,14.6364,7.70393,9.80096,9.55836,7.49051,9.84646,313.403,436.493,331.675,347.759,403.269,654.794,344.654,438.47,427.616,335.106,440.506,
Q6ZUS6-4,CCDC149,Isoform 4 of Coiled-coil domain-containing protein 149,2,8.60246,7.94482,5.87605,5.95292,7.06639,15.0282,7.69632,14.1674,8.22025,10.502,8.94316,120.793,111.559,82.5098,83.5892,99.2243,211.021,108.07,198.935,115.426,147.466,125.577,
P35542,SAA4,Serum amyloid A-4 protein,2,7.67158,1.16518,28.1168,8.98931,3.06472,7.87919,4.17452,3.87618,16.1793,14.994,3.88926,262.586,39.8823,962.393,307.69,104.901,269.692,142.887,132.676,553.792,513.22,133.123,
Q9NRY6,PLSCR3,Phospholipid scramblase 3,2,10.5925,7.27146,7.67476,9.94513,9.77431,8.37355,10.9761,8.99567,7.11147,7.66229,11.6227,227.92,156.46,165.138,213.989,210.314,180.174,236.172,193.56,153.018,164.87,250.087,
Q6PJG2,MIDEAS,Mitotic deacetylase-associated SANT domain protein,2,10.4898,14.7678,6.0098,9.09396,9.6507,13.0505,7.50518,8.4857,6.82764,8.01502,6.10391,127.258,179.157,72.9086,110.324,117.079,158.324,91.05,102.945,82.8303,97.2352,74.0503,
Q05519,SRSF11,Serine/arginine-rich splicing factor 11,2,11.0784,9.19992,7.5139,7.57389,8.77994,8.80983,8.9076,10.2118,9.08226,8.51743,10.3251,638.559,530.285,433.102,436.56,506.077,507.8,513.435,588.607,523.503,490.946,595.141,
Q14849-3,STARD3,Isoform 3 of StAR-related lipid transfer protein 3,2,8.44525,11.8295,6.7671,8.55101,7.77279,14.4932,6.91259,8.0769,8.35528,8.9878,9.80861,156.376,219.04,125.303,158.334,143.924,268.363,127.997,149.556,154.71,166.422,181.621,
O75154-3,RAB11FIP3,Isoform 3 of Rab11 family-interacting protein 3,2,10.3831,12.8941,7.51606,10.6103,8.76707,10.3203,7.20024,8.76639,7.02058,8.91984,7.60201,93.402,115.99,67.6112,95.4454,78.8647,92.8372,64.7702,78.8586,63.154,80.239,68.3843,
Q8NBJ9-2,SIDT2,Isoform 2 of SID1 transmembrane family member 2,2,10.1199,19.4215,5.22317,11.7613,11.8263,6.65726,8.35055,5.23885,8.09241,6.21027,7.09843,102.294,196.318,52.7972,118.887,119.543,67.2933,84.4096,52.9557,81.8002,62.775,71.7528,
Q8NG68,TTL,Tubulin--tyrosine ligase,2,11.0996,5.772,7.91745,9.57648,6.48245,7.35468,11.6039,9.03871,11.1008,6.42685,13.6271,67.9158,35.3174,48.4449,58.5961,39.6645,45.0014,71.0012,55.3056,67.9231,39.3243,83.3807,
Q16348,SLC15A2,Solute carrier family 15 member 2,2,9.77746,13.0246,4.6345,9.33195,15.9874,10.9598,8.45792,10.1102,5.67972,6.60838,5.42813,111.98,149.169,53.0785,106.878,183.102,125.521,96.8678,115.791,65.0493,75.6852,62.1679,
O14602,EIF1AY,"Eukaryotic translation initiation factor 1A, Y-chromosomal",2,4.83498,2.03205,11.8438,2.63164,3.60208,20.6815,20.6954,14.0139,6.24953,5.75451,7.66057,131.393,55.2223,321.863,71.5165,97.8887,562.033,562.411,380.835,169.835,156.382,208.181,
P49116-2,NR2C2,Isoform 2 of Nuclear receptor subfamily 2 group C member 2,2,8.26982,8.26656,9.98203,6.73205,8.04752,4.95566,12.0953,11.1981,10.4043,11.2511,8.7976,68.8043,68.7772,83.0498,56.0102,66.9548,41.2308,100.632,93.1673,86.5629,93.6081,73.1954,
Q8NDX5-7,PHC3,Isoform 7 of Polyhomeotic-like protein 3,2,10.699,3.46535,8.85174,5.70418,3.96164,3.82088,16.998,17.1509,8.3911,10.9225,10.0347,281.977,91.3313,233.293,150.337,104.411,100.702,447.992,452.02,221.152,287.87,264.47,
Q8IXK0-5,PHC2,Isoform 5 of Polyhomeotic-like protein 2,2,18.0836,7.85971,7.1636,7.18726,8.47147,7.87127,9.75128,7.37515,9.74411,9.9041,6.58848,57.0785,24.8082,22.611,22.6857,26.7391,24.8447,30.7787,23.2787,30.7561,31.261,20.7957,
Q07864,POLE,DNA polymerase epsilon catalytic subunit A,2,6.80757,11.125,6.32597,7.62916,8.51337,10.9469,5.88632,9.95587,11.5898,9.38406,11.836,87.1231,142.377,80.9595,97.6377,108.954,140.098,75.3329,127.415,148.326,120.097,151.476,
A6NDB9,PALM3,Paralemmin-3,2,12.8581,2.89018,10.6907,8.04364,10.0735,9.03619,12.5418,7.53702,13.7344,3.56858,9.02593,215.242,48.3811,178.961,134.649,168.628,151.264,209.947,126.168,229.911,59.7374,151.092,
Q684P5,RAP1GAP2,Rap1 GTPase-activating protein 2,2,7.56307,16.2806,7.61171,10.5956,9.55288,7.93102,5.81418,5.35552,10.754,9.1772,9.36424,218.119,469.531,219.522,305.578,275.505,228.731,167.681,154.453,310.145,264.671,270.065,
A0PK00,TMEM120B,Transmembrane protein 120B,2,9.82408,7.00227,5.95433,7.27638,7.25454,6.21472,11.9938,12.0235,9.8714,9.1063,13.4787,194.827,138.866,118.084,144.302,143.869,123.248,237.856,238.445,195.765,180.592,267.303,
P49914,MTHFS,5-formyltetrahydrofolate cyclo-ligase,2,7.5582,4.92879,7.56766,11.226,8.39312,6.80745,7.42523,10.2843,12.7836,14.0602,8.96543,113.418,73.961,113.56,168.457,125.947,102.152,111.422,154.326,191.83,210.986,134.535,
P56962,STX17,Syntaxin-17,2,9.7389,8.07137,7.67574,6.55283,9.4416,5.75893,10.5616,11.0654,12.3156,9.19274,9.62524,306.289,253.845,241.403,206.087,296.939,181.119,332.163,348.009,387.328,289.113,302.715,
Q8TDY4,ASAP3,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3",2,9.73067,8.56655,7.76409,7.16478,7.93319,10.773,9.77372,8.91549,10.5876,8.3594,10.4315,430.965,379.407,343.867,317.324,351.356,477.129,432.872,394.862,468.918,370.233,462.005,
Q8WWX9,SELENOM,Selenoprotein M,2,9.02466,0.396587,7.87743,2.03507,1.08126,0.546098,23.6652,17.5467,10.9741,14.0355,12.8173,382.67,16.8164,334.024,86.2923,45.8484,23.156,1003.47,744.029,465.334,595.143,543.49,
Q9H788,SH2D4A,SH2 domain-containing protein 4A,2,10.0663,19.257,5.47485,11.8347,12.3014,6.40265,10.8996,6.95549,5.58267,3.77221,7.45313,112.01,214.278,60.92,131.688,136.881,71.244,121.282,77.3956,62.1198,41.9743,82.9329,
Q6XUX3,DSTYK,Dual serine/threonine and tyrosine protein kinase,2,10.7782,8.19289,8.10674,9.84607,9.1918,10.4716,8.68128,6.01398,10.8885,8.17194,9.65701,91.78,69.7652,69.0316,83.8425,78.2712,89.1688,73.9239,51.2111,92.7194,69.5868,82.2326,
Q6UUV7,CRTC3,CREB-regulated transcription coactivator 3,2,10.0976,8.16895,6.92355,8.04587,8.19199,12.9528,8.81117,8.65635,11.8761,6.91002,9.36562,260.475,210.724,178.598,207.549,211.318,334.126,227.29,223.297,306.351,178.249,241.593,
Q5T1C6,THEM4,Acyl-coenzyme A thioesterase THEM4,2,12.1682,22.3019,5.79948,11.7101,9.987,6.09064,9.56644,4.9833,7.46925,3.09904,6.82462,390.848,716.349,186.282,376.134,320.787,195.634,307.278,160.066,239.916,99.5424,219.21,
P21730,C5AR1,C5a anaphylatoxin chemotactic receptor 1,2,7.63236,7.32181,9.48252,11.0239,8.85539,11.4541,5.39495,8.34634,7.63107,13.2112,9.64647,259.666,249.1,322.611,375.05,301.275,389.686,183.545,283.956,259.622,449.466,328.189,
Q9NRW4-2,DUSP22,Isoform 2 of Dual specificity protein phosphatase 22,2,9.69395,10.2406,7.52158,9.43996,9.63174,8.97391,7.61542,9.06663,8.55511,8.3188,10.9423,70.8696,74.8661,54.988,69.0127,70.4148,65.6056,55.6741,66.2835,62.5439,60.8163,79.9957,
P28067,HLA-DMA,"HLA class II histocompatibility antigen, DM alpha chain",2,11.5347,7.45722,3.27023,10.141,8.35172,14.6757,9.97626,5.81637,11.2066,8.90786,8.66236,539.574,348.837,152.976,474.382,390.681,686.507,466.675,272.081,524.229,416.696,405.212,
Q96BX8,MOB3A,MOB kinase activator 3A,2,10.3014,6.85169,7.58933,7.7816,7.45771,10.6281,7.4936,9.01791,10.9004,11.0268,10.9514,845.679,562.478,623.033,638.817,612.228,872.499,615.175,740.31,894.853,905.227,899.035,
Q7Z614,SNX20,Sorting nexin-20,2,9.42929,8.00626,3.79487,6.67503,6.56967,12.3172,7.53767,8.35591,15.0163,10.9557,11.3421,327.768,278.303,131.912,232.028,228.366,428.153,262.014,290.457,521.974,380.827,394.26,
O75676,RPS6KA4,Ribosomal protein S6 kinase alpha-4,2,10.581,7.97906,7.37298,6.98117,7.98171,11.8161,10.6635,9.19682,8.39841,7.9784,11.0508,379.006,285.806,264.096,250.062,285.901,423.247,381.961,329.426,300.827,285.782,395.836,
Q9UBG3,CRNN,Cornulin,2,3.22215,8.99825,27.8004,10.4627,8.00252,18.1675,8.06212,3.25764,3.33682,4.97989,3.71001,49.5168,138.282,427.227,160.788,122.98,279.191,123.896,50.0623,51.2791,76.5293,57.0142,
Q6UWH4-2,GASK1B,Isoform 2 of Golgi-associated kinase 1B,2,9.92899,7.08464,8.05335,6.72185,8.41387,9.35847,12.6877,7.88074,9.99146,9.52416,10.3547,59.0259,42.1168,47.8756,39.9601,50.0189,55.6343,75.4262,46.8495,59.3973,56.6193,61.5569,
O95050,INMT,Indolethylamine N-methyltransferase,2,3.30469,3.88754,66.4208,4.6229,4.37315,0.801859,4.39396,2.01869,3.21744,1.50182,5.45715,200.284,235.609,4025.51,280.176,265.04,48.5976,266.301,122.345,194.997,91.0199,330.737,
P49642,PRIM1,DNA primase small subunit,2,7.51487,13.4385,4.80216,8.88878,8.77044,15.1787,7.68737,9.13745,9.29371,8.30279,6.98519,210.743,376.863,134.669,249.273,245.954,425.665,215.581,256.246,260.628,232.839,195.889,
Q96KM6,ZNF512B,Zinc finger protein 512B,2,8.83946,11.689,6.17228,8.11094,8.85355,12.7204,9.0992,8.22823,9.08852,8.53297,8.66547,105.328,139.281,73.5465,96.6468,105.495,151.572,108.423,98.0444,108.295,101.676,103.254,
Q01740,FMO1,Dimethylaniline monooxygenase [N-oxide-forming] 1,2,8.48202,3.81226,4.44793,3.20446,3.43197,17.8375,8.99337,10.6211,16.2321,11.3066,11.6308,117.135,52.6464,61.4249,44.2528,47.3946,246.331,124.196,146.675,224.161,156.141,160.619,
O00501,CLDN5,Claudin-5,2,5.62272,17.141,5.01948,28.5824,16.6489,3.43109,4.63383,4.06781,4.32837,3.12652,7.39785,344.213,1049.35,307.284,1749.77,1019.22,210.046,283.675,249.024,264.975,191.401,452.884,
O75023-3,LILRB5,Isoform 3 of Leukocyte immunoglobulin-like receptor subfamily B member 5,2,6.09269,7.46326,10.9681,5.39734,9.50841,18.4416,3.84882,12.4613,5.95512,10.0661,9.79728,366.597,449.064,659.949,324.757,572.12,1109.63,231.583,749.794,358.319,605.675,589.501,
Q5T653,MRPL2,"39S ribosomal protein L2, mitochondrial",2,10.0787,6.15755,8.75028,6.44583,9.97558,4.43233,12.4848,16.8756,9.23599,8.30747,7.25584,146.176,89.3058,126.91,93.4869,144.681,64.2842,181.073,244.756,133.954,120.487,105.235,
P62857,RPS28,40S ribosomal protein S28,2,5.00339,18.2293,9.84949,10.6543,20.1765,7.48045,3.08791,1.86064,11.3425,2.57907,9.73639,125.811,458.38,247.667,267.905,507.342,188.097,77.646,46.7862,285.21,64.8513,244.823,
Q8N5J2-3,MINDY1,Isoform 3 of Ubiquitin carboxyl-terminal hydrolase MINDY-1,2,12.3436,3.18003,10.6828,7.41937,5.90777,3.07152,16.791,10.6454,8.11941,10.5738,11.2653,151.229,38.9606,130.882,90.8995,72.3799,37.6311,205.718,130.424,99.476,129.546,138.018,
Q9H1U4,MEGF9,Multiple epidermal growth factor-like domains protein 9,2,8.54622,14.3429,6.63121,9.34823,11.7713,14.4799,6.60373,6.15123,6.51933,6.6294,8.9765,160.236,268.92,124.331,175.273,220.703,271.489,123.815,115.331,122.233,124.297,168.303,
Q96HW7,INTS4,Integrator complex subunit 4,2,9.39486,7.13567,7.61147,7.3139,7.97193,8.22872,9.5097,12.2577,10.3746,9.98003,10.2214,996.315,756.731,807.188,775.631,845.414,872.647,1008.49,1299.92,1100.22,1058.37,1083.97,
O60573,EIF4E2,Eukaryotic translation initiation factor 4E type 2,2,2.77588,13.8071,8.35076,9.86366,12.9215,9.53391,7.87349,7.77118,9.15603,9.42908,8.51738,35.3349,175.754,106.299,125.557,164.482,121.36,100.224,98.9214,116.549,120.025,108.42,
Q7L804-2,RAB11FIP2,Isoform 2 of Rab11 family-interacting protein 2,2,6.58381,23.5479,9.09763,15.5613,18.0333,5.24518,5.83042,1.12633,5.54662,2.18324,7.24431,253.264,905.832,349.965,598.609,693.698,201.77,224.283,43.3274,213.366,83.9843,278.672,
Q14508,WFDC2,WAP four-disulfide core domain protein 2,2,3.36668,10.2968,11.8356,5.03523,5.89011,31.9016,2.53277,8.62911,11.3391,3.20505,5.96798,83.5753,255.61,293.811,124.996,146.218,791.935,62.8741,214.211,281.485,79.5632,148.151,
Q6UWV6,ENPP7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,2,5.67723,26.0015,10.7614,8.50691,22.4264,8.64155,2.4822,2.33185,5.03514,3.8961,4.23969,48.708,223.081,92.3279,72.9853,192.408,74.1404,21.2961,20.0062,43.1991,33.4267,36.3745,
Q9ULI3,HEG1,Protein HEG homolog 1,2,9.49139,11.999,6.88258,9.31375,10.3311,12.746,9.70669,6.44277,6.48952,6.91969,9.67748,109.474,138.397,79.3841,107.425,119.16,147.013,111.958,74.3113,74.8505,79.8121,111.621,
Q99543,DNAJC2,DnaJ homolog subfamily C member 2,2,8.62254,9.85699,6.99695,8.9027,9.59587,14.4086,7.2081,11.0814,7.36322,8.85334,7.11031,126.401,144.497,102.571,130.508,140.669,211.22,105.666,162.446,107.94,129.784,104.232,
Q9Y6B6,SAR1B,GTP-binding protein SAR1b,2,7.08583,9.0696,6.89829,6.9964,8.77649,9.9891,8.06436,10.2587,12.0154,10.5426,10.3033,525.673,672.842,511.76,519.039,651.097,741.057,598.267,761.057,891.377,782.116,764.368,
Q8NEV8,EXPH5,Exophilin-5,2,6.25604,14.1634,7.10358,9.73663,9.71481,15.6768,7.19553,10.9805,6.50016,7.02463,5.64797,126.358,286.068,143.476,196.658,196.217,316.635,145.333,221.78,131.288,141.882,114.076,
P54277,PMS1,PMS1 protein homolog 1,2,8.94655,10.5576,6.82865,7.04684,7.46417,14.1959,7.85987,9.86135,9.50966,9.10348,8.6259,79.1509,93.404,60.4137,62.344,66.0361,125.593,69.537,87.2442,84.1328,80.5393,76.3141,
B1AJZ9-3,FHAD1,Isoform 3 of Forkhead-associated domain-containing protein 1,2,6.10352,2.01263,9.679,4.3986,2.34053,27.5991,4.08192,26.9247,5.30229,9.25616,2.30155,226.97,74.8431,359.93,163.569,87.0366,1026.32,151.793,1001.24,197.175,344.206,85.5869,
Q9H3Z4,DNAJC5,DnaJ homolog subfamily C member 5,2,10.2495,8.74988,8.47048,8.70344,8.3775,8.64383,7.31248,10.0002,8.78329,11.4485,9.26094,625.788,534.227,517.168,531.392,511.492,527.752,446.466,610.565,536.267,698.991,565.43,
Q9BXK5,BCL2L13,Bcl-2-like protein 13,2,9.81289,5.87741,12.2981,8.56592,8.76721,3.28734,14.9944,8.04484,8.19758,7.72402,12.4303,164.716,98.6567,206.432,143.785,147.164,55.1803,251.692,135.039,137.602,129.653,208.652,
O94916-5,NFAT5,Isoform E of Nuclear factor of activated T-cells 5,2,7.46125,10.3803,9.45893,10.162,12.6362,10.4022,8.481,6.67801,8.90757,6.94557,8.48696,115.682,160.94,146.655,157.555,195.916,161.279,131.492,103.538,138.106,107.687,131.585,
Q8WW24,TEKT4,Tektin-4,2,6.06104,1.67984,5.99129,4.25506,1.59196,17.2158,5.26843,34.1644,5.62106,14.0761,4.07496,171.256,47.4643,169.285,120.228,44.9812,486.437,148.861,965.324,158.824,397.725,115.139,
Q8N442,GUF1,"Translation factor GUF1, mitochondrial",2,10.628,6.76234,7.93239,7.22653,7.37756,9.0237,9.16565,11.8936,9.37148,10.219,10.3998,270.062,171.833,201.565,183.629,187.466,229.295,232.902,302.22,238.133,259.667,264.263,
P80511,S100A12,Protein S100-A12,2,7.49659,6.87153,6.38119,10.4547,9.19056,31.8319,1.72594,3.8631,8.46932,9.98612,3.72907,3008.07,2757.26,2560.51,4195.04,3687.79,12772.8,692.547,1550.1,3398.39,4007.02,1496.32,
Q96A19,CCDC102A,Coiled-coil domain-containing protein 102A,2,9.70864,7.56771,6.16798,8.66407,8.44318,11.9279,10.3019,10.6333,8.70018,8.81358,9.07151,324.509,252.949,206.163,289.595,282.212,398.688,344.338,355.417,290.802,294.592,303.214,
Q9Y697,NFS1,"Cysteine desulfurase, mitochondrial",2,8.82029,6.91724,12.0115,7.62871,10.1597,5.26385,9.85468,9.71571,10.4671,8.71981,10.4414,206.727,162.124,281.52,178.799,238.12,123.372,230.97,227.713,245.324,204.372,244.722,
Q674X7,KAZN,Kazrin,2,10.3622,7.13084,5.67857,7.849,6.04521,14.8837,9.30956,10.2262,7.17851,10.7325,10.6037,116.472,80.151,63.8273,88.2231,67.9484,167.293,104.64,114.943,80.6867,120.633,119.186,
Q9BQS2-3,SYT15,Isoform 3 of Synaptotagmin-15,2,13.7453,23.651,5.31956,12.2877,13.998,3.80227,9.55878,2.67162,6.80458,2.19836,5.96281,353.9,608.942,136.963,316.372,360.407,97.8972,246.11,68.7862,175.198,56.6011,153.525,
Q9BPX7-2,C7orf25,Isoform 2 of UPF0415 protein C7orf25,2,7.97744,6.35759,11.3033,6.70616,7.15987,4.43325,9.1662,13.638,11.6258,11.1089,10.5235,251.096,200.111,355.781,211.082,225.363,139.54,288.514,429.267,365.931,349.663,331.235,
O15182,CETN3,Centrin-3,2,6.88849,5.40051,12.5611,7.12805,4.48083,16.7865,6.10591,17.5434,6.42216,11.1058,5.57722,191.046,149.778,348.37,197.69,124.272,465.56,169.342,486.551,178.113,308.01,154.679,
P78316,NOP14,Nucleolar protein 14,2,7.68234,11.8226,6.24962,8.23173,9.58245,14.8347,6.49503,7.93901,8.2309,9.30244,9.62921,238.75,367.42,194.224,255.824,297.801,461.029,201.851,246.727,255.798,289.099,299.255,
P53677,AP3M2,AP-3 complex subunit mu-2,2,8.6193,9.13778,6.84786,9.34883,9.53091,7.35454,8.93502,10.0914,8.99373,8.66665,12.474,301.201,319.319,239.298,326.695,333.058,257.004,312.234,352.643,314.286,302.856,435.903,
Q7Z6K3,PTAR1,Protein prenyltransferase alpha subunit repeat-containing protein 1,2,10.0671,6.64255,8.9357,9.0807,10.1503,7.04916,10.0947,7.64165,9.80742,8.31717,12.2136,821.351,541.952,729.046,740.875,828.142,575.126,823.603,623.467,800.167,678.581,996.483,
Q9Y2R4,DDX52,Probable ATP-dependent RNA helicase DDX52,2,9.37355,2.97379,8.98765,7.54148,6.68328,4.04738,11.5268,12.0891,11.5151,11.0175,14.2444,224.297,71.1588,215.063,180.458,159.922,96.8484,275.822,289.277,275.541,263.634,340.849,
Q9BYT3,STK33,Serine/threonine-protein kinase 33,2,4.22276,5.04657,11.8513,3.47167,3.42077,22.1478,3.98049,24.4673,5.92446,11.2385,4.22831,167.879,200.631,471.159,138.019,135.995,880.505,158.248,972.719,235.532,446.796,168.1,
P78345,RPP38,Ribonuclease P protein subunit p38,2,9.30758,7.99099,10.5107,8.12742,9.65018,6.27985,9.19696,10.0816,8.98784,10.336,9.53092,132.476,113.737,149.6,115.679,137.352,89.382,130.902,143.492,127.925,147.114,135.655,
Q92990,GLMN,Glomulin,2,9.94102,9.54545,7.48942,9.27961,8.8612,13.5812,6.72333,7.17688,10.1804,8.53414,8.68729,114.98,110.405,86.6241,107.33,102.49,157.083,77.7633,83.0092,117.749,98.7075,100.479,
O75556,SCGB2A1,Mammaglobin-B,2,12.385,4.53273,10.7544,4.83328,8.40806,17.6058,3.18205,5.97848,13.8042,9.20214,9.31385,166.027,60.7637,144.169,64.7928,112.715,236.015,42.6571,80.1449,185.054,123.36,124.857,
Q9BYN8,MRPS26,"28S ribosomal protein S26, mitochondrial",2,7.31419,14.1925,8.24397,10.2053,11.487,14.4534,5.35794,7.48745,7.26144,7.0102,6.98659,148.207,287.581,167.047,206.789,232.761,292.869,108.568,151.718,147.138,142.047,141.569,
P25815,S100P,Protein S100-P,2,7.24064,10.7719,9.90746,8.05198,7.69525,28.0088,2.18713,2.56078,6.82594,13.8974,2.8527,160.433,238.676,219.523,178.41,170.506,620.6,48.4609,56.74,151.245,307.93,63.2081,
Q8TEH3-6,DENND1A,Isoform 6 of DENN domain-containing protein 1A,2,9.12198,7.63351,8.66427,7.66361,7.53265,11.6056,9.0759,8.91086,8.90847,10.5484,10.3347,140.592,117.651,133.538,118.115,116.097,178.872,139.882,137.338,137.302,162.577,159.284,
Q6VN20,RANBP10,Ran-binding protein 10,2,10.4247,12.8253,8.89189,10.5923,11.3867,7.76137,6.92073,5.57689,9.92916,6.81919,8.87167,94.4434,116.192,80.5565,95.9616,103.159,70.3145,62.6987,50.5241,89.9537,61.7788,80.3733,
O15127,SCAMP2,Secretory carrier-associated membrane protein 2,2,6.347,1.9966,9.35219,3.32969,2.64547,1.20604,21.4307,20.2711,7.56771,10.4247,15.4288,145.222,45.6832,213.983,76.1848,60.5296,27.5948,490.344,463.812,173.153,238.523,353.018,
O75438-2,NDUFB1,Isoform 2 of NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,2,7.48082,9.81136,7.16929,8.71581,8.93056,12.5964,6.67062,9.93037,9.02476,11.7637,7.90631,436.199,572.09,418.033,508.21,520.732,734.483,388.957,579.029,526.224,685.928,461.009,
Q9P2N6,KANSL3,KAT8 regulatory NSL complex subunit 3,2,7.59588,10.3052,10.3211,8.8988,10.0964,7.06811,10.0715,9.25277,8.97534,8.45088,8.96406,29.9407,40.62,40.6827,35.0764,39.7971,27.8604,39.6987,36.4717,35.3781,33.3109,35.3337,
P29373,CRABP2,Cellular retinoic acid-binding protein 2,2,5.02195,1.01397,5.94138,2.68356,2.9458,37.726,4.02143,10.1335,8.24338,15.6459,6.62316,84.7452,17.1107,100.26,45.285,49.7102,636.623,67.8614,171.002,139.107,264.024,111.765,
Q16678,CYP1B1,Cytochrome P450 1B1,2,2.94517,5.62934,2.60121,4.07613,6.15102,15.1403,1.40505,13.4543,11.6653,21.504,15.4282,67.3382,128.709,59.4739,93.1964,140.636,346.166,32.125,307.618,266.715,491.665,352.749,
Q9H0I2,ENKD1,Enkurin domain-containing protein 1,2,6.96331,3.85875,16.1482,5.18274,3.7828,9.55785,7.62859,22.3546,9.03796,10.2657,5.21957,84.5658,46.8625,196.111,62.9417,45.9401,116.075,92.6452,271.484,109.761,124.672,63.389,
Q70IA6-3,MOB2,Isoform 3 of MOB kinase activator 2,2,11.5028,6.41306,8.9443,8.88868,8.71768,6.85561,11.5493,10.3771,7.69302,9.53582,9.52266,341.617,190.459,265.634,263.982,258.903,203.602,343,308.185,228.472,283.201,282.81,
Q6UXG8,BTNL9,Butyrophilin-like protein 9,2,6.27183,20.6216,18.2628,16.4338,19.3485,0.65691,5.57693,3.62628,3.06827,2.92609,3.20698,244.556,804.095,712.119,640.8,754.455,25.6148,217.46,141.399,119.64,114.096,125.049,
O43169,CYB5B,Cytochrome b5 type B,2,11.1871,10.0017,9.12439,9.9081,7.77956,7.13694,12.0686,8.61477,7.54296,7.87123,8.76469,191.726,171.412,156.376,169.807,133.328,122.314,206.833,147.642,129.273,134.899,150.211,
O00585,CCL21,C-C motif chemokine 21,2,7.52265,5.10278,5.12869,28.5857,3.97081,7.45716,8.33275,6.35228,10.9503,5.42685,11.17,50.7545,34.4279,34.6027,192.864,26.7906,50.3126,56.2201,42.8582,73.8805,36.6144,75.3628,
Q9UL33,TRAPPC2L,Trafficking protein particle complex subunit 2-like protein,2,8.88457,12.9549,6.93598,12.6331,11.5669,7.89968,7.16021,6.56359,8.68372,7.19677,9.52053,631.488,920.798,492.989,897.921,822.143,561.486,508.926,466.52,617.212,511.525,676.691,
Q9Y2S6,TMA7,Translation machinery-associated protein 7,2,8.48158,10.5755,5.79374,8.3349,7.4136,14.9933,7.7424,10.1168,9.44147,9.02733,8.07934,454.403,566.587,310.401,446.544,397.185,803.268,414.801,542.013,505.829,483.641,432.853,
Q96N96-6,SPATA13,Isoform 6 of Spermatogenesis-associated protein 13,2,10.5699,10.8531,6.12453,7.34977,10.7887,9.66023,8.46022,7.45233,11.9241,6.37782,10.4392,158.817,163.072,92.0233,110.433,162.104,145.148,127.118,111.974,179.164,95.829,156.853,
Q9NR34,MAN1C1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC",2,7.32815,5.65966,8.48556,6.37268,4.58135,16.5253,6.386,9.37475,10.7061,9.44404,15.1364,77.8724,60.1422,90.1716,67.7191,48.6836,175.606,67.8607,99.6206,113.768,100.357,160.847,
Q5W111,SPRYD7,SPRY domain-containing protein 7,2,9.177,14.5219,6.94752,9.958,13.6112,7.56101,8.21859,7.64945,6.7626,5.82345,9.76933,374.146,592.058,283.25,405.988,554.927,308.262,335.072,311.868,275.711,237.422,398.295,
Q8IVT5,KSR1,Kinase suppressor of Ras 1,2,7.21719,5.4552,6.73447,8.84271,8.4802,9.83617,8.25392,10.7897,11.7424,11.8474,10.8005,149.325,112.869,139.337,182.957,175.457,203.512,170.775,223.242,242.953,245.125,223.465,
Q9GZT6,CCDC90B,"Coiled-coil domain-containing protein 90B, mitochondrial",2,7.33613,3.52921,8.18971,3.54313,3.09509,7.13575,22.0178,18.9941,7.92997,8.12226,10.1068,175.37,84.3656,195.775,84.6984,73.9881,170.58,526.335,454.053,189.566,194.162,241.603,
Q6PL18,ATAD2,ATPase family AAA domain-containing protein 2,2,6.68855,11.9521,5.86905,10.6853,8.03876,11.0235,7.66716,8.21933,11.8041,8.68942,9.36273,50.634,90.4807,44.4302,80.8901,60.8554,83.4504,58.0423,62.2223,89.3601,65.7811,70.8782,
Q9H7L9,SUDS3,Sin3 histone deacetylase corepressor complex component SDS3,2,8.83286,10.4456,8.07044,7.88163,10.2722,12.9017,7.5426,8.19741,8.58413,8.27569,8.99563,336.329,397.738,307.298,300.109,391.136,491.26,287.2,312.133,326.858,315.113,342.527,
Q969E2,SCAMP4,Secretory carrier-associated membrane protein 4,2,6.75952,12.97,8.8811,9.00017,8.77959,11.7703,5.24636,11.6009,7.72829,8.47141,8.79238,154.272,296.014,202.693,205.411,200.376,268.632,119.737,264.767,176.382,193.343,200.668,
Q7L1T6,CYB5R4,Cytochrome b5 reductase 4,2,8.71395,12.6305,6.84462,9.12156,8.20829,15.3866,5.39223,6.6,9.55884,8.95954,8.58383,364.847,528.831,286.579,381.913,343.675,644.227,225.769,276.337,400.222,375.129,359.399,
